Lines of code metrics,Sat, 4 Dec 2021 09:02:07 SGT
Method,CLOC,JLOC,LOC,NCLOC,RLOC
"org.argouml.model.mdr.CoreFactoryMDRImpl.buildInterface(String,Object)",0,0,8,8,0.41%
"org.argouml.model.mdr.CoreFactoryMDRImpl.buildManifestation(Object)",0,0,3,3,0.15%
"org.argouml.model.mdr.CoreFactoryMDRImpl.buildMethod(String)",0,0,7,7,0.36%
"org.argouml.model.mdr.CoreFactoryMDRImpl.buildOperation(Object,Object)",0,0,19,19,0.97%
"org.argouml.model.mdr.CoreFactoryMDRImpl.buildOperation2(Object,Object,String)",0,0,8,8,0.41%
"org.argouml.model.mdr.CoreFactoryMDRImpl.buildPackageAccess(Object,Object)",1,0,14,13,0.71%
"org.argouml.model.mdr.CoreFactoryMDRImpl.buildPackageImport(Object,Object)",1,0,14,13,0.71%
"org.argouml.model.mdr.CoreFactoryMDRImpl.buildParameter(Classifier,RefObject)",4,5,12,7,0.61%
"org.argouml.model.mdr.CoreFactoryMDRImpl.buildParameter(Object,Object)",0,0,31,31,1.58%
"org.argouml.model.mdr.CoreFactoryMDRImpl.buildPermissionInternal(ModelElement,ModelElement)",0,0,12,12,0.61%
"org.argouml.model.mdr.CoreFactoryMDRImpl.buildRealization(Object,Object,Object)",0,0,24,24,1.22%
"org.argouml.model.mdr.CoreFactoryMDRImpl.buildTemplateArgument(Object)",0,0,5,5,0.25%
"org.argouml.model.mdr.CoreFactoryMDRImpl.buildTemplateArgument(Object,Object)",0,0,10,10,0.51%
"org.argouml.model.mdr.CoreFactoryMDRImpl.buildTemplateParameter(Object,Object,Object)",0,0,28,28,1.43%
"org.argouml.model.mdr.CoreFactoryMDRImpl.buildUsage(Object,Object)",4,0,24,20,1.22%
"org.argouml.model.mdr.CoreFactoryMDRImpl.compareMultiplicity(int,int)",7,8,19,11,0.97%
"org.argouml.model.mdr.CoreFactoryMDRImpl.copyClass(Object,Object)",5,10,20,10,1.02%
"org.argouml.model.mdr.CoreFactoryMDRImpl.copyDataType(Object,Object)",5,10,22,12,1.12%
"org.argouml.model.mdr.CoreFactoryMDRImpl.copyEnumeration(Object,Object)",3,7,25,18,1.27%
"org.argouml.model.mdr.CoreFactoryMDRImpl.copyFeature(Object,Object)",5,7,38,30,1.94%
"org.argouml.model.mdr.CoreFactoryMDRImpl.copyInterface(Object,Object)",5,10,22,12,1.12%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createAbstraction()",0,0,6,6,0.31%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createArtifact()",0,0,5,5,0.25%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createAssociation()",0,0,4,4,0.20%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createAssociation(Object)",0,0,6,6,0.31%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createAssociationClass()",0,0,6,6,0.31%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createAssociationEnd()",0,0,6,6,0.31%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createAttribute()",0,0,5,5,0.25%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createBinding()",0,0,5,5,0.25%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createClass()",0,0,3,3,0.15%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createClass(UmlPackage)",0,0,5,5,0.25%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createComment()",0,0,5,5,0.25%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createComponent()",0,0,5,5,0.25%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createConstraint()",0,0,6,6,0.31%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createDataType()",0,0,5,5,0.25%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createDependency()",0,0,6,6,0.31%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createElementResidence()",0,0,6,6,0.31%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createEnumeration()",0,0,6,6,0.31%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createEnumerationLiteral()",0,0,6,6,0.31%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createFlow()",0,0,5,5,0.25%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createGeneralization()",0,0,4,4,0.20%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createGeneralization(Object)",0,0,6,6,0.31%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createInterface()",0,0,6,6,0.31%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createMethod()",0,0,6,6,0.31%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createNode()",0,0,5,5,0.25%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createOperation()",0,0,6,6,0.31%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createPackageImport()",0,0,6,6,0.31%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createParameter()",0,0,6,6,0.31%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createPermission()",0,0,4,4,0.20%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createPrimitiveType()",0,0,5,5,0.25%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createTemplateArgument()",0,0,3,3,0.15%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createTemplateArgument(UmlPackage)",0,0,7,7,0.36%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createTemplateParameter()",0,0,3,3,0.15%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createTemplateParameter(UmlPackage)",0,0,7,7,0.36%
"org.argouml.model.mdr.CoreFactoryMDRImpl.createUsage()",0,0,5,5,0.25%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteAbstraction(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteArtifact(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteAssociation(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteAssociationClass(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteAssociationEnd(Object)",17,17,33,15,1.68%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteAttribute(Object)",3,4,15,10,0.76%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteBehavioralFeature(Object)",2,3,8,5,0.41%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteBinding(Object)",2,4,13,9,0.66%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteClass(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteClassifier(Object)",25,15,43,16,2.19%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteComment(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteComponent(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteConstraint(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteDataType(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteDependency(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteElement(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteElementResidence(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteEnumeration(Object)",5,6,13,5,0.66%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteEnumerationLiteral(Object)",3,6,11,5,0.56%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteFeature(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteFlow(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteGeneralizableElement(Object)",2,4,14,10,0.71%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteGeneralization(Object)",2,3,8,5,0.41%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteInterface(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteMethod(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteModelElement(Object)",21,18,54,31,2.75%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteNamespace(Object)",7,6,21,12,1.07%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteNode(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteOperation(Object)",4,4,20,14,1.02%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteParameter(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deletePermission(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deletePresentationElement(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deletePrimitive(Object)",4,6,11,5,0.56%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteProgrammingLanguageDataType(Object)",4,6,11,5,0.56%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteRelationship(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteStructuralFeature(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteTemplateArgument(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteTemplateParameter(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.deleteUsage(Object)",2,4,9,5,0.46%
"org.argouml.model.mdr.CoreFactoryMDRImpl.doCopyAttribute(Attribute,Attribute)",5,6,14,7,0.71%
"org.argouml.model.mdr.CoreFactoryMDRImpl.doCopyBehavioralFeature(BehavioralFeature,BehavioralFeature)",5,6,20,13,1.02%
"org.argouml.model.mdr.CoreFactoryMDRImpl.doCopyClass(Object,Object)",4,8,18,10,0.92%
"org.argouml.model.mdr.CoreFactoryMDRImpl.doCopyClassifier(Object,Object)",8,9,25,13,1.27%
"org.argouml.model.mdr.CoreFactoryMDRImpl.doCopyDataType(Object,Object)",4,8,17,9,0.87%
"org.argouml.model.mdr.CoreFactoryMDRImpl.doCopyElement(Object,Object)",4,3,6,2,0.31%
"org.argouml.model.mdr.CoreFactoryMDRImpl.doCopyFeature(Feature,Feature)",4,6,11,5,0.56%
"org.argouml.model.mdr.CoreFactoryMDRImpl.doCopyGeneralizableElement(Object,Object)",5,9,22,13,1.12%
"org.argouml.model.mdr.CoreFactoryMDRImpl.doCopyInterface(Object,Object)",4,8,17,9,0.87%
"org.argouml.model.mdr.CoreFactoryMDRImpl.doCopyMethod(Method,Method)",4,6,19,13,0.97%
"org.argouml.model.mdr.CoreFactoryMDRImpl.doCopyModelElement(Object,Object)",13,12,38,21,1.94%
"org.argouml.model.mdr.CoreFactoryMDRImpl.doCopyNamespace(Object,Object)",5,8,18,9,0.92%
"org.argouml.model.mdr.CoreFactoryMDRImpl.doCopyOperation(Operation,Operation)",4,6,14,8,0.71%
"org.argouml.model.mdr.CoreFactoryMDRImpl.doCopyReception(Reception,Reception)",4,6,14,8,0.71%
"org.argouml.model.mdr.CoreFactoryMDRImpl.equal(Expression,Expression)",0,0,11,11,0.56%
"org.argouml.model.mdr.CoreFactoryMDRImpl.getCorePackage()",0,0,3,3,0.15%
"org.argouml.model.mdr.CoreFactoryMDRImpl.getExtent(Object)",0,0,4,4,0.20%
"org.argouml.model.mdr.CoreFactoryMDRImpl.getMaxUpper(Multiplicity)",4,7,19,12,0.97%
"org.argouml.model.mdr.CoreFactoryMDRImpl.getMultiplicity11()",3,3,7,4,0.36%
"org.argouml.model.mdr.CoreFactoryMDRImpl.initClass(UmlClass)",0,0,9,9,0.46%
"org.argouml.model.mdr.CoreHelperMDRImpl.CoreHelperMDRImpl(MDRModelImplementation)",4,6,10,4,0.32%
"org.argouml.model.mdr.CoreHelperMDRImpl.addAllStereotypes(Object,Collection)",0,0,9,9,0.29%
"org.argouml.model.mdr.CoreHelperMDRImpl.addAnnotatedElement(Object,Object)",0,0,9,9,0.29%
"org.argouml.model.mdr.CoreHelperMDRImpl.addClient(Object,Object)",0,0,8,8,0.26%
"org.argouml.model.mdr.CoreHelperMDRImpl.addClientDependency(Object,Object)",0,0,10,10,0.32%
"org.argouml.model.mdr.CoreHelperMDRImpl.addComment(Object,Object)",0,0,7,7,0.23%
"org.argouml.model.mdr.CoreHelperMDRImpl.addConnection(Object,Object)",1,0,21,20,0.68%
"org.argouml.model.mdr.CoreHelperMDRImpl.addConnection(Object,int,Object)",5,0,26,21,0.84%
"org.argouml.model.mdr.CoreHelperMDRImpl.addConstraint(Object,Object)",0,0,8,8,0.26%
"org.argouml.model.mdr.CoreHelperMDRImpl.addDeploymentLocation(Object,Object)",0,0,8,8,0.26%
"org.argouml.model.mdr.CoreHelperMDRImpl.addElementResidence(Object,Object)",2,0,11,9,0.36%
"org.argouml.model.mdr.CoreHelperMDRImpl.addFeature(Object,Object)",0,0,7,7,0.23%
"org.argouml.model.mdr.CoreHelperMDRImpl.addFeature(Object,int,Object)",0,0,7,7,0.23%
"org.argouml.model.mdr.CoreHelperMDRImpl.addLink(Object,Object)",0,0,8,8,0.26%
"org.argouml.model.mdr.CoreHelperMDRImpl.addLiteral(Object,int,Object)",0,0,10,10,0.32%
"org.argouml.model.mdr.CoreHelperMDRImpl.addManifestation(Object,Object)",0,0,3,3,0.10%
"org.argouml.model.mdr.CoreHelperMDRImpl.addMethod(Object,Object)",0,0,9,9,0.29%
"org.argouml.model.mdr.CoreHelperMDRImpl.addOwnedElement(Object,Object)",0,0,11,11,0.36%
"org.argouml.model.mdr.CoreHelperMDRImpl.addParameter(Object,Object)",0,0,24,24,0.78%
"org.argouml.model.mdr.CoreHelperMDRImpl.addParameter(Object,int,Object)",0,0,16,16,0.52%
"org.argouml.model.mdr.CoreHelperMDRImpl.addQualifier(Object,int,Object)",0,0,11,11,0.36%
"org.argouml.model.mdr.CoreHelperMDRImpl.addRaisedException(Object,Object)",4,7,10,3,0.32%
"org.argouml.model.mdr.CoreHelperMDRImpl.addRaisedSignal(Object,Object)",0,0,19,19,0.61%
"org.argouml.model.mdr.CoreHelperMDRImpl.addSourceFlow(Object,Object)",0,0,8,8,0.26%
"org.argouml.model.mdr.CoreHelperMDRImpl.addStereotype(Object,Object)",0,0,13,13,0.42%
"org.argouml.model.mdr.CoreHelperMDRImpl.addSupplier(Object,Object)",0,0,8,8,0.26%
"org.argouml.model.mdr.CoreHelperMDRImpl.addSupplierDependency(Object,Object)",0,0,10,10,0.32%
"org.argouml.model.mdr.CoreHelperMDRImpl.addTargetFlow(Object,Object)",0,0,8,8,0.26%
"org.argouml.model.mdr.CoreHelperMDRImpl.addTemplateArgument(Object,Object)",0,0,9,9,0.29%
"org.argouml.model.mdr.CoreHelperMDRImpl.addTemplateArgument(Object,int,Object)",0,0,11,11,0.36%
"org.argouml.model.mdr.CoreHelperMDRImpl.addTemplateParameter(Object,Object)",0,0,11,11,0.36%
"org.argouml.model.mdr.CoreHelperMDRImpl.addTemplateParameter(Object,int,Object)",0,0,12,12,0.39%
"org.argouml.model.mdr.CoreHelperMDRImpl.clearStereotypes(Object)",3,0,10,7,0.32%
"org.argouml.model.mdr.CoreHelperMDRImpl.createCommand(StringSetter,String,String,String)",4,7,39,32,1.26%
"org.argouml.model.mdr.CoreHelperMDRImpl.createMultiplicity(String)",5,3,26,20,0.84%
"org.argouml.model.mdr.CoreHelperMDRImpl.equal(Expression,Expression)",0,0,11,11,0.36%
"org.argouml.model.mdr.CoreHelperMDRImpl.equalsAggregationKind(Object,String)",2,0,16,14,0.52%
"org.argouml.model.mdr.CoreHelperMDRImpl.getAllAttributes(Object)",0,0,22,22,0.71%
"org.argouml.model.mdr.CoreHelperMDRImpl.getAllBehavioralFeatures(Object)",1,0,32,31,1.03%
"org.argouml.model.mdr.CoreHelperMDRImpl.getAllClasses(Object)",0,0,22,22,0.71%
"org.argouml.model.mdr.CoreHelperMDRImpl.getAllClassifiers(Object)",0,0,19,19,0.61%
"org.argouml.model.mdr.CoreHelperMDRImpl.getAllComponents(Object)",0,0,22,22,0.71%
"org.argouml.model.mdr.CoreHelperMDRImpl.getAllDataTypes(Object)",0,0,22,22,0.71%
"org.argouml.model.mdr.CoreHelperMDRImpl.getAllInterfaces(Object)",0,0,18,18,0.58%
"org.argouml.model.mdr.CoreHelperMDRImpl.getAllMetaDatatypeNames()",4,0,37,33,1.20%
"org.argouml.model.mdr.CoreHelperMDRImpl.getAllMetatypeNames()",0,0,13,13,0.42%
"org.argouml.model.mdr.CoreHelperMDRImpl.getAllNodes(Object)",0,0,22,22,0.71%
"org.argouml.model.mdr.CoreHelperMDRImpl.getAllParents(Collection<GeneralizableElement>,GeneralizableElement)",0,0,9,9,0.29%
"org.argouml.model.mdr.CoreHelperMDRImpl.getAllParents(GeneralizableElement)",5,7,14,7,0.45%
"org.argouml.model.mdr.CoreHelperMDRImpl.getAllPossibleNamespaces(Object,Object)",2,0,30,28,0.97%
"org.argouml.model.mdr.CoreHelperMDRImpl.getAllRealizedInterfaces(Object)",0,0,8,8,0.26%
"org.argouml.model.mdr.CoreHelperMDRImpl.getAllSupertypes(Object)",0,0,24,24,0.78%
"org.argouml.model.mdr.CoreHelperMDRImpl.getAllVisibleElements(Namespace)",3,5,14,9,0.45%
"org.argouml.model.mdr.CoreHelperMDRImpl.getAllVisibleElements(Object)",0,0,10,10,0.32%
"org.argouml.model.mdr.CoreHelperMDRImpl.getAssociateEndsInh(Object)",0,0,17,17,0.55%
"org.argouml.model.mdr.CoreHelperMDRImpl.getAssociatedClassifiers(Object)",0,0,21,21,0.68%
"org.argouml.model.mdr.CoreHelperMDRImpl.getAssociationEnd(Object,Object)",0,0,19,19,0.61%
"org.argouml.model.mdr.CoreHelperMDRImpl.getAssociations(Object)",0,0,14,14,0.45%
"org.argouml.model.mdr.CoreHelperMDRImpl.getAssociations(Object,Object)",0,0,20,20,0.65%
"org.argouml.model.mdr.CoreHelperMDRImpl.getAttributesInh(Object)",0,0,17,17,0.55%
"org.argouml.model.mdr.CoreHelperMDRImpl.getBehavioralFeatures(Object)",0,0,17,17,0.55%
"org.argouml.model.mdr.CoreHelperMDRImpl.getBody(Object)",5,0,15,10,0.48%
"org.argouml.model.mdr.CoreHelperMDRImpl.getChildren(Collection<GeneralizableElement>,Generalization,Collection<Generalization>)",6,14,29,15,0.94%
"org.argouml.model.mdr.CoreHelperMDRImpl.getChildren(Object)",0,0,20,20,0.65%
"org.argouml.model.mdr.CoreHelperMDRImpl.getDependencies(Object,Object)",0,0,25,25,0.81%
"org.argouml.model.mdr.CoreHelperMDRImpl.getDestination(Object)",0,0,70,70,2.26%
"org.argouml.model.mdr.CoreHelperMDRImpl.getElementResidence(Object)",6,8,21,13,0.68%
"org.argouml.model.mdr.CoreHelperMDRImpl.getExtendedClassifiers(Object)",2,0,19,17,0.61%
"org.argouml.model.mdr.CoreHelperMDRImpl.getExtendingClassifiers(Object)",0,0,20,20,0.65%
"org.argouml.model.mdr.CoreHelperMDRImpl.getExtendingElements(Object)",0,0,19,19,0.61%
"org.argouml.model.mdr.CoreHelperMDRImpl.getFirstItemOrNull(Collection)",5,8,17,9,0.55%
"org.argouml.model.mdr.CoreHelperMDRImpl.getFirstSharedNamespace(Object,Object)",34,9,67,33,2.16%
"org.argouml.model.mdr.CoreHelperMDRImpl.getFlows(Object,Object)",0,0,20,20,0.65%
"org.argouml.model.mdr.CoreHelperMDRImpl.getFullName(ModelElement)",0,0,8,8,0.26%
"org.argouml.model.mdr.CoreHelperMDRImpl.getGeneralization(Object,Object)",0,0,21,21,0.68%
"org.argouml.model.mdr.CoreHelperMDRImpl.getOperationsInh(Object)",0,0,16,16,0.52%
"org.argouml.model.mdr.CoreHelperMDRImpl.getPackageImport(Object,Object)",0,0,11,11,0.36%
"org.argouml.model.mdr.CoreHelperMDRImpl.getPackageImports(Object)",0,0,18,18,0.58%
"org.argouml.model.mdr.CoreHelperMDRImpl.getParents(GeneralizableElement)",3,5,13,8,0.42%
"org.argouml.model.mdr.CoreHelperMDRImpl.getParents(Object)",0,0,11,11,0.36%
"org.argouml.model.mdr.CoreHelperMDRImpl.getPath(Namespace)",4,0,14,10,0.45%
"org.argouml.model.mdr.CoreHelperMDRImpl.getRealizedInterfaces(Object)",2,0,33,31,1.07%
"org.argouml.model.mdr.CoreHelperMDRImpl.getRelationships(Object,Object)",0,0,27,27,0.87%
"org.argouml.model.mdr.CoreHelperMDRImpl.getReturnParameters(Object)",0,0,14,14,0.45%
"org.argouml.model.mdr.CoreHelperMDRImpl.getSource(Object)",2,0,67,66,2.16%
"org.argouml.model.mdr.CoreHelperMDRImpl.getSpecification(Object)",0,0,10,10,0.32%
"org.argouml.model.mdr.CoreHelperMDRImpl.getSubtypes(Object)",0,0,17,17,0.55%
"org.argouml.model.mdr.CoreHelperMDRImpl.getSupertypes(Object)",0,0,15,15,0.48%
"org.argouml.model.mdr.CoreHelperMDRImpl.getUtilizedElements(Object)",0,0,3,3,0.10%
"org.argouml.model.mdr.CoreHelperMDRImpl.hasCompositeEnd(Object)",0,0,16,16,0.52%
"org.argouml.model.mdr.CoreHelperMDRImpl.hasImportStereotype(Permission)",10,9,19,7,0.61%
"org.argouml.model.mdr.CoreHelperMDRImpl.internalGetAllRealizedInterfaces(Object,Collection,Set)",4,8,35,27,1.13%
"org.argouml.model.mdr.CoreHelperMDRImpl.isProfilePackage(Namespace)",1,0,4,3,0.13%
"org.argouml.model.mdr.CoreHelperMDRImpl.isSubType(Object,Object)",0,0,6,6,0.19%
"org.argouml.model.mdr.CoreHelperMDRImpl.isValidNamespace(Collaboration,Namespace)",5,8,27,19,0.87%
"org.argouml.model.mdr.CoreHelperMDRImpl.isValidNamespace(Generalization,Namespace)",21,0,24,3,0.78%
"org.argouml.model.mdr.CoreHelperMDRImpl.isValidNamespace(Object,Object)",34,0,180,146,5.82%
"org.argouml.model.mdr.CoreHelperMDRImpl.isValidNamespace(StructuralFeature,Namespace)",10,0,16,6,0.52%
"org.argouml.model.mdr.CoreHelperMDRImpl.isValidNamespace(UmlAssociation,Namespace)",0,0,10,10,0.32%
"org.argouml.model.mdr.CoreHelperMDRImpl.isVisible(ModelElement,Namespace)",55,34,102,42,3.30%
"org.argouml.model.mdr.CoreHelperMDRImpl.isVisiblyOwned(ModelElement,GeneralizableElement,Set<ModelElement>)",6,12,39,26,1.26%
"org.argouml.model.mdr.CoreHelperMDRImpl.isVisiblyOwned(ModelElement,Namespace)",5,9,13,4,0.42%
"org.argouml.model.mdr.CoreHelperMDRImpl.removeAnnotatedElement(Object,Object)",0,0,14,14,0.45%
"org.argouml.model.mdr.CoreHelperMDRImpl.removeClientDependency(Object,Object)",0,0,15,15,0.48%
"org.argouml.model.mdr.CoreHelperMDRImpl.removeConnection(Object,Object)",0,0,17,17,0.55%
"org.argouml.model.mdr.CoreHelperMDRImpl.removeConstraint(Object,Object)",0,0,12,12,0.39%
"org.argouml.model.mdr.CoreHelperMDRImpl.removeDeploymentLocation(Object,Object)",0,0,12,12,0.39%
"org.argouml.model.mdr.CoreHelperMDRImpl.removeElementResidence(Object,Object)",0,0,13,13,0.42%
"org.argouml.model.mdr.CoreHelperMDRImpl.removeFeature(Object,Object)",0,0,12,12,0.39%
"org.argouml.model.mdr.CoreHelperMDRImpl.removeLiteral(Object,Object)",0,0,13,13,0.42%
"org.argouml.model.mdr.CoreHelperMDRImpl.removeOwnedElement(Object,Object)",0,0,17,17,0.55%
"org.argouml.model.mdr.CoreHelperMDRImpl.removeParameter(Object,Object)",0,0,28,28,0.90%
"org.argouml.model.mdr.CoreHelperMDRImpl.removeQualifier(Object,Object)",0,0,15,15,0.48%
"org.argouml.model.mdr.CoreHelperMDRImpl.removeSourceFlow(Object,Object)",0,0,12,12,0.39%
"org.argouml.model.mdr.CoreHelperMDRImpl.removeStereotype(Object,Object)",0,0,17,17,0.55%
"org.argouml.model.mdr.CoreHelperMDRImpl.removeSupplierDependency(Object,Object)",0,0,13,13,0.42%
"org.argouml.model.mdr.CoreHelperMDRImpl.removeTargetFlow(Object,Object)",0,0,12,12,0.39%
"org.argouml.model.mdr.CoreHelperMDRImpl.removeTemplateArgument(Object,Object)",0,0,14,14,0.45%
"org.argouml.model.mdr.CoreHelperMDRImpl.removeTemplateParameter(Object,Object)",0,0,15,15,0.48%
"org.argouml.model.mdr.CoreHelperMDRImpl.setAbstract(Object,boolean)",0,0,15,15,0.48%
"org.argouml.model.mdr.CoreHelperMDRImpl.setActive(Object,boolean)",0,0,7,7,0.23%
"org.argouml.model.mdr.CoreHelperMDRImpl.setAggregation(Object,Object)",4,0,30,26,0.97%
"org.argouml.model.mdr.CoreHelperMDRImpl.setAggregation1(Object,Object)",0,0,3,3,0.10%
"org.argouml.model.mdr.CoreHelperMDRImpl.setAggregation2(Object,Object)",0,0,16,16,0.52%
"org.argouml.model.mdr.CoreHelperMDRImpl.setAnnotatedElements(Object,Collection)",0,0,8,8,0.26%
"org.argouml.model.mdr.CoreHelperMDRImpl.setAssociation(Object,Object)",0,0,21,21,0.68%
"org.argouml.model.mdr.CoreHelperMDRImpl.setAttributes(Object,List)",2,0,17,15,0.55%
